PartNumber,Manufacturer,ProductStatus,Switch Circuit,Multiplexer/Demultiplexer Circuit,On-State Resistance (Max),Package,AdditionalKeyinformation_Interface,Quantity,DatasheetUrl,PhotoUrl,Description
SN74LVC1G3157DCKR,Texas Instruments,Active,SPDT,2:1,15Ohm,Tape & Reel (TR),,487272,https://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=https%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Fsn74lvc1g3157,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/4002/296%7E4093553-4%7EDCK%7E6%7ETop.jpg,IC SWITCH SPDT X 1 15OHM SC70-6
PI5A3157CEX,Diodes Incorporated,Active,SPDT,2:1,13Ohm,Tape & Reel (TR),,183000,https://www.diodes.com/assets/Datasheets/PI5A3157.pdf,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/4895/MFG_PS4157N.jpg,IC SWITCH SPDTX1 13OHM SOT363-6
SN74LVC1G66DBVR,Texas Instruments,Active,SPST - NO,1:1,10Ohm,Tape & Reel (TR),,0,https://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=https%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Fsn74lvc1g66,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/4180/296%7E4073253-4%7EDBV%7E5.JPG,IC SWITCH SPST-NOX1 10OHM SOT23
"74HC4051PW,118",Nexperia USA Inc.,Active,-,8:1,120Ohm,Tape & Reel (TR),,80000,https://assets.nexperia.com/documents/data-sheet/74HC_HCT4051.pdf,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/5544/1727%7ESOT403-1%7EPW%7E16.jpg,IC MUX 8:1 120OHM 16TSSOP
CD74HC4051M96,Texas Instruments,Active,-,8:1,130Ohm,Tape & Reel (TR),,32500,https://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=https%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Fcd74hc4051,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/3982/296%7E4040047-6%7ED%7E16.JPG,IC MUX 8:1 130OHM 16SOIC
CD74HC4051PWR,Texas Instruments,Active,-,8:1,130Ohm,Tape & Reel (TR),,14000,https://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=https%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Fcd74hc4051,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/4108/296%7E4040064-4%7EPW%7E16.JPG,IC MUX 8:1 130OHM 16TSSOP
CD74HC4052M96,Texas Instruments,Active,SP4T,4:1,130Ohm,Tape & Reel (TR),,12500,https://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=https%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Fcd74hc4051,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/3982/296%7E4040047-6%7ED%7E16.JPG,IC SWITCH SP4T X 2 130OHM 16SOIC
TS5A9411DCKR,Texas Instruments,Active,SPDT,2:1,9Ohm,Tape & Reel (TR),,9000,https://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=http%253A%252F%252Fwww.ti.com%252Flit%252Fgpn%252Fts5a9411,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/4002/296%7E4093553-4%7EDCK%7E6%7ETop.jpg,IC SWITCH SPDT X 1 9OHM SC70-6
SN74LVC2G66DCUR,Texas Instruments,Active,SPST - NO,1:1,10Ohm,Tape & Reel (TR),,9000,https://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=https%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Fsn74lvc2g66,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/321/8-TSSOP%2C-8-MSOP-3x3mm.jpg,IC SWITCH SPST-NOX2 10OHM 8VSSOP
CD4066BM96,Texas Instruments,Active,SPST,1:1,240Ohm,Tape & Reel (TR),,185000,https://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=https%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Fcd4066b,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/510/296%3B-4040047-5%3B-D%3B-14.jpg,IC QUAD BILATERAL SWITCH 14SOIC
CD74HC4052PWR,Texas Instruments,Active,SP4T,4:1,130Ohm,Tape & Reel (TR),,4000,https://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=https%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Fcd74hc4051,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/4108/296%7E4040064-4%7EPW%7E16.JPG,IC SWITCH SP4TX2 130OHM 16TSSOP
SN74LVC1G3157DBVR,Texas Instruments,Active,SPDT,2:1,15Ohm,Tape & Reel (TR),,111000,https://www.ti.com/lit/ds/symlink/sn74lvc1g3157.pdf,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/4848/296_SOT-23-6%20PKG.jpg,IC SWITCH SPDT X 1 15OHM SOT23-6
TS5A3166DCKR,Texas Instruments,Active,SPST - NO,1:1,900mOhm,Tape & Reel (TR),,66000,https://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=https%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Fts5a3166,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/4023/296%7E4093553-3%7EDCK%7E5.JPG,IC SW SPST-NOX1 900MOHM SC70-5
TS5A3166DBVR,Texas Instruments,Active,SPST - NO,1:1,900mOhm,Tape & Reel (TR),,18000,https://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=https%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Fts5a3166,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/4180/296%7E4073253-4%7EDBV%7E5.JPG,IC SW SPST-NOX1 900MOHM SOT23-5
74VHC4051AFT,Toshiba Semiconductor and Storage,Active,-,8:1,37Ohm,Tape & Reel (TR),,20000,,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/376/RU-16.jpg,IC MUX 8:1 37OHM 16TSSOP
"74HC4051D,653",Nexperia USA Inc.,Active,-,8:1,120Ohm,Tape & Reel (TR),,30000,https://assets.nexperia.com/documents/data-sheet/74HC_HCT4051.pdf,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/5545/1727%7ESOT109-1%7ED%7E16.jpg,IC MUX 8:1 120OHM 16SO
SN74LV4051APWR,Texas Instruments,Active,-,8:1,75Ohm,Tape & Reel (TR),,58000,https://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=https%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Fsn74lv4051a,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/4108/296%7E4040064-4%7EPW%7E16.JPG,IC MUX 8:1 75OHM 16TSSOP
CD4052BM96,Texas Instruments,Active,SP4T,4:1,240Ohm,Tape & Reel (TR),,10000,https://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=https%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Fcd4052b,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/3982/296%7E4040047-6%7ED%7E16.JPG,IC SWITCH SP4T X 2 240OHM 16SOIC
TS5A3160DCKR,Texas Instruments,Active,SPDT,2:1,900mOhm,Tape & Reel (TR),,21000,https://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=https%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Fts5a3160,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/4002/296%7E4093553-4%7EDCK%7E6%7ETop.jpg,IC SWITCH SPDTX1 900MOHM SC70-6
FSA5157L6X,onsemi,Active,SPDT,2:1,360mOhm (Typ),Tape & Reel (TR),,0,https://www.onsemi.com/pdf/datasheet/fsa5157-d.pdf,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/1240/261%3B-MKT-MAC06A%3B-L6%3B-6.jpg,IC SW SPDTX1 360MOHM 6MICROPAK
CD4051BE,Texas Instruments,Active,-,8:1,240Ohm,Bulk,,49274,https://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=https%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Fcd4051b,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/2462/DIP16_SOT38-1%20Pkg.jpg,IC MUX 8:1 240OHM 16DIP
TS5A2066DCUR,Texas Instruments,Active,SPST - NO,1:1,10Ohm,Tape & Reel (TR),,15000,https://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=https%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Fts5a2066,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/321/8-TSSOP%2C-8-MSOP-3x3mm.jpg,IC SWITCH SPST-NOX2 10OHM 8VSSOP
TS5A3159DCKR,Texas Instruments,Active,SPDT,2:1,1.1Ohm,Tape & Reel (TR),,0,https://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=http%253A%252F%252Fwww.ti.com%252Flit%252Fgpn%252Fts5a3159,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/4002/296%7E4093553-4%7EDCK%7E6%7ETop.jpg,IC SWITCH SPDT X 1 1.1OHM SC70-6
TS5A3160DBVR,Texas Instruments,Active,SPDT,2:1,900mOhm,Tape & Reel (TR),,3000,https://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=https%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Fts5a3160,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/4848/296_SOT-23-6%20PKG.jpg,IC SWITCH SPDTX1 900MOHM SOT23-6
"74LVC4066BQ,115",Nexperia USA Inc.,Active,SPST - NO,1:1,10Ohm,Tape & Reel (TR),,51000,https://assets.nexperia.com/documents/data-sheet/74LVC4066.pdf,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/2384/14-DHVQFN_SOT762-1%20Pkg.jpg,IC SW SPST-NOX4 10OHM 14DHVQFN
"74HC4316D,653",Nexperia USA Inc.,Active,SPST - NO,1:1,135Ohm,Tape & Reel (TR),,20000,https://assets.nexperia.com/documents/data-sheet/74HC_HCT4316.pdf,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/5545/1727%7ESOT109-1%7ED%7E16.jpg,IC SWITCH SPST-NOX4 135OHM 16SO
MC74HC4051ADR2G,onsemi,Active,-,8:1,100Ohm,Tape & Reel (TR),,12500,https://www.onsemi.com/pdf/datasheet/mc74hc4051a-d.pdf,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/326/488%3B-751B-05%3B-D%2C-VD%2C-FD%3B-16.jpg,IC MUX 8:1 100OHM 16SOIC
CD74HC4067SM96,Texas Instruments,Active,-,16:1,160Ohm,Tape & Reel (TR),,10000,https://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=https%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Fcd74hc4067,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/27/24-SSOP.jpg,IC MUX 16:1 160OHM 24SSOP
TS5A3159ADCKR,Texas Instruments,Active,SPDT,2:1,900mOhm,Tape & Reel (TR),,6000,https://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=https%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Fts5a3159a,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/4002/296%7E4093553-4%7EDCK%7E6%7ETop.jpg,IC SWITCH SPDTX1 900MOHM SC70-6
TS5A3159DBVR,Texas Instruments,Active,SPDT,2:1,1.1Ohm,Tape & Reel (TR),,18000,https://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=http%253A%252F%252Fwww.ti.com%252Flit%252Fgpn%252Fts5a3159,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/4848/296_SOT-23-6%20PKG.jpg,IC SWITCH SPDTX1 1.1OHM SOT23-6
TS5A23159DGSR,Texas Instruments,Active,SPDT,2:1,900mOhm,Tape & Reel (TR),,25000,https://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=https%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Fts5a23159,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/4190/296%7E4073272%7EDGS%7E10.JPG,IC SWITCH SPDTX2 900MOHM 10VSSOP
TS3A5018PWR,Texas Instruments,Active,SPDT,2:1,10Ohm,Tape & Reel (TR),,6000,https://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=http%253A%252F%252Fwww.ti.com%252Flit%252Fgpn%252Fts3a5018,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/4108/296%7E4040064-4%7EPW%7E16.JPG,IC SWITCH SPDT X 4 10OHM 16TSSOP
TS5A3159AYZPR,Texas Instruments,Active,SPDT,2:1,900mOhm,Tape & Reel (TR),,12000,https://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=https%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Fts5a3159a,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/2604/YZP-6-BGA%20Pkg.jpg,IC SWITCH SPDTX1 900MOHM 6DSBGA
DG4157EDN-T1-GE4,Vishay Siliconix,Active,SPDT,2:1,1.2Ohm,Tape & Reel (TR),,12000,https://www.vishay.com/docs/75778/dg4157e.pdf,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/4955/742%3B6053%3B%3B6.jpg,IC SWITCH SPDT X 1 1.2OHM 6UDFN
SN74LVC2G66YZPR,Texas Instruments,Active,SPST - NO,1:1,10Ohm,Tape & Reel (TR),,9000,https://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=https%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Fsn74lvc2g66,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/2894/YEP-8-BGA%20Pkg.jpg,IC SWITCH SPST-NOX2 10OHM 8DSBGA
DG2788ADN-T1-GE4,Vishay Siliconix,Active,DPDT,2:1,500mOhm,Tape & Reel (TR),,21000,https://www.vishay.com/docs/79391/dg2788a.pdf,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/2591/MINIQFN-16L%20Pkg.jpg,IC SW DPDTX2 500MOHM 16MINIQFN
TS5A23166DCUR,Texas Instruments,Active,SPST - NO,1:1,900mOhm,Tape & Reel (TR),,6000,https://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=http%253A%252F%252Fwww.ti.com%252Flit%252Fgpn%252Fts5a23166,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/321/8-TSSOP%2C-8-MSOP-3x3mm.jpg,IC SW SPST-NOX2 900MOHM 8VSSOP
"NX3L2267GM,115",NXP USA Inc.,Active,SPDT,2:1,750mOhm,Tape & Reel (TR),,20000,https://www.nxp.com/docs/en/data-sheet/NX3L2267.pdf,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/2151/568%3BSOT1049-3%3B%3B10.jpg,IC SWITCH SPDTX2 750MOHM 10XQFN
TS3A5018RSVR,Texas Instruments,Active,SPDT,2:1,10Ohm,Tape & Reel (TR),,15000,https://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=http%253A%252F%252Fwww.ti.com%252Flit%252Fgpn%252Fts3a5018,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/4195/MFG_CAVCH4T245MRSVREP.jpg,IC SWITCH SPDT X 4 10OHM 16UQFN
TMUX1208PWR,Texas Instruments,Active,SP8T,8:1,3Ohm (Typ),Tape & Reel (TR),,6000,https://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=https%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Ftmux1208,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/4108/296%7E4040064-4%7EPW%7E16.JPG,IC MUX 8:1 3OHM 16TSSOP
"NX3L2T66GT,115",NXP USA Inc.,Active,SPST - NO,1:1,750mOhm,Tape & Reel (TR),,15000,https://www.nxp.com/docs/en/data-sheet/NX3L2T66.pdf,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/2453/8-XSON_SOT833-1%20Pkg.jpg,IC SW SPST-NOX2 750MOHM 8XSON
MC14051BDTR2G,onsemi,Active,-,8:1,280Ohm,Tape & Reel (TR),,10000,https://www.onsemi.com/pdf/datasheet/mc14051b-d.pdf,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/2544/488%3B948F-01%3BDT%2CDTB%2CDB%3B16.jpg,IC MUX 8:1 280OHM 16TSSOP
DG468DV-T1-E3,Vishay Siliconix,Active,SPST - NO,1:1,9Ohm,Tape & Reel (TR),,33000,https://www.vishay.com/docs/74413/dg467.pdf,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/3762/742%7E5540%7EDV%2C-EV%7E6.jpg,IC SWITCH SPST-NO X 1 9OHM 6TSOP
TS5A3357DCUR,Texas Instruments,Active,SP3T,3:1,15Ohm,Tape & Reel (TR),,0,https://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=https%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Fts5a3357,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/321/8-TSSOP%2C-8-MSOP-3x3mm.jpg,IC SWITCH SP3T X 1 15OHM 8VSSOP
MC14051BDR2G,onsemi,Active,-,8:1,280Ohm,Tape & Reel (TR),,0,https://www.onsemi.com/pdf/datasheet/mc14051b-d.pdf,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/326/488%3B-751B-05%3B-D%2C-VD%2C-FD%3B-16.jpg,IC MUX 8:1 280OHM 16SOIC
TS5A12301EYFPR,Texas Instruments,Active,SPDT,2:1,750mOhm,Tape & Reel (TR),,15000,https://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=https%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Fts5a12301e,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/1087/296%3B4206986-3%3BYFP%3B6.jpg,IC SWITCH SPDTX1 750MOHM 6DSBGA
SN3257QDYYRQ1,Texas Instruments,Active,SPDT,2:1,5Ohm,Tape & Reel (TR),,18000,https://www.ti.com/lit/ds/symlink/sn3257-q1.pdf,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/3814/296%7E4224642%7EDYY%7E16.jpg,IC SWITCH SPDT X 1 5OHM 16SOT23
TS5A3359DCUR,Texas Instruments,Active,SP3T,3:1,900mOhm,Tape & Reel (TR),,12000,https://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=https%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Fts5a3359,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/321/8-TSSOP%2C-8-MSOP-3x3mm.jpg,IC SWITCH SP3TX1 900MOHM 8VSSOP
TMUX1204DGSR,Texas Instruments,Active,SP4T,4:1,5Ohm (Typ),Tape & Reel (TR),,10000,https://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=https%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Ftmux1204,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/3990/296%7E4221984%7EDGS%7E10.JPG,IC SWITCH SP4T X 1 5OHM 10VSSOP
TS5A23159RSER,Texas Instruments,Active,SPDT,2:1,900mOhm,Tape & Reel (TR),,6000,https://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=https%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Fts5a23159,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/642/10_UQFN_4207268_3c.jpg,IC SWITCH SPDTX2 900MOHM 10UQFN
TMUX136MRSER,Texas Instruments,Active,SPDT,2:1,9.5Ohm,Tape & Reel (TR),,12000,https://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=https%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Ftmux136,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/642/10_UQFN_4207268_3c.jpg,IC SWITCH SPDT X 2 9.5OHM 10UQFN
"NX3L2467PW,118",NXP USA Inc.,Active,DPDT,2:1,750mOhm,Tape & Reel (TR),,2500,https://www.nxp.com/docs/en/data-sheet/NX3L2467.pdf,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/326/568%3BSOT403-1%3BDH%2CDP%2CPW%2CTS%2CTT%3B16.jpg,IC SWITCH DPDTX2 750MOHM 16TSSOP
DG2735ADN-T1-GE4,Vishay Siliconix,Active,SPDT,2:1,500mOhm,Tape & Reel (TR),,3000,https://www.vishay.com/docs/67590/dg2735a.pdf,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/2586/MINIQFN-10L%20Pkg.jpg,IC SW SPDTX2 500MOHM 10MINIQFN
TMUX1575YCJR,Texas Instruments,Active,SPDT,2:1,8Ohm,Tape & Reel (TR),,15000,https://www.ti.com/lit/ds/symlink/tmux1575.pdf,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/2469/16-UFBGA%2C%20DSBGA.jpg,IC SWITCH SPDT X 4 8OHM 16WLCSP
"74HC4067PW,118",Nexperia USA Inc.,Active,-,16:1,120Ohm,Tape & Reel (TR),,5000,https://assets.nexperia.com/documents/data-sheet/74HC_HCT4067.pdf,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/523/24-TSSOP.jpg,IC MUX 16:1 120OHM 24TSSOP
TS3A44159RGTR,Texas Instruments,Active,SPDT,2:1,450mOhm,Tape & Reel (TR),,6000,https://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=https%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Fts3a44159,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/4117/296%7E4222419%7ERGT%7E16.JPG,IC SWITCH SPDTX4 450MOHM 16VQFN
"74HC4067BQ,118",Nexperia USA Inc.,Active,-,16:1,120Ohm,Tape & Reel (TR),,12000,https://assets.nexperia.com/documents/data-sheet/74HC_HCT4067.pdf,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/2497/24-DHVQFN_SOT815-1%20Pkg.jpg,IC MUX 16:1 120OHM 24DHVQFN
STG719STR,STMicroelectronics,Active,SPDT,2:1,4Ohm,Tape & Reel (TR),,144000,//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/1/STG719.pdf,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/2605/SOT-23-6%20PKG.jpg,IC SWITCH SPDT X 1 4OHM SOT23-6
"NX3L4357GM,115",NXP USA Inc.,Active,SP3T,3:1,750mOhm,Tape & Reel (TR),,5000,https://www.nxp.com/docs/en/data-sheet/NX3L4357.pdf,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/2151/568%3BSOT1049-3%3B%3B10.jpg,IC SWITCH SP3TX1 750MOHM 10XQFN
TS5A3357QDCURQ1,Texas Instruments,Active,SP3T,3:1,15Ohm,Tape & Reel (TR),,3000,https://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=https%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Fts5a3357-q1,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/321/8-TSSOP%2C-8-MSOP-3x3mm.jpg,IC SWITCH SP3T X 1 15OHM 8VSSOP
"NX3L4051PW,118",NXP USA Inc.,Active,-,8:1,750mOhm,Tape & Reel (TR),,7500,https://www.nxp.com/docs/en/data-sheet/NX3L4051.pdf,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/326/568%3BSOT403-1%3BDH%2CDP%2CPW%2CTS%2CTT%3B16.jpg,IC MUX 8:1 750MOHM 16TSSOP
TS3A24159YZPR,Texas Instruments,Active,SPDT,2:1,300mOhm,Tape & Reel (TR),,9000,https://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=http%253A%252F%252Fwww.ti.com%252Flit%252Fgpn%252Fts3a24159,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/642/10-DSBGA_4204741-5E.jpg,IC SWITCH SPDTX2 300MOHM 10DSBGA
DG419LEDY-T1-GE4,Vishay Siliconix,Active,SPDT,1:2,18Ohm,Tape & Reel (TR),,7500,https://www.vishay.com/docs/76432/dg417le.pdf,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/389/8-SOIC.jpg,IC SWITCH SPDT X 1 18OHM 8SO
TMUX1208QRSVRQ1,Texas Instruments,Active,SP8T,8:1,5Ohm (Typ),Tape & Reel (TR),,39000,https://www.ti.com/lit/ds/symlink/tmux1208-q1.pdf,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/209/296%7E4220314%7ERSV%7E16.jpg,IC MUX 8:1 5OHM 16UQFN
DG2525DN-T1-GE4,Vishay Siliconix,Active,DPDT,2:2,500mOhm,Tape & Reel (TR),,4950,https://www.vishay.com/docs/78295/dg2525.pdf,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/2591/MINIQFN-16L%20Pkg.jpg,IC SW DPDTX2 500MOHM 16MINIQFN
PI3A27518ZDEX,Diodes Incorporated,Active,SPDT,2:1,5.2Ohm,Tape & Reel (TR),,21000,https://www.diodes.com/assets/Datasheets/PI3A27518.pdf,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/5773/31%7EPD-2100%7EZD%7E24.jpg,IC SWITCH SPDT X 6 5.2OHM 24TQFN
74HC4067PW-Q100J,Nexperia USA Inc.,Active,-,16:1,120Ohm,Tape & Reel (TR),,2500,https://assets.nexperia.com/documents/data-sheet/74HC_HCT4067_Q100.pdf,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/523/24-TSSOP.jpg,IC MUX 16:1 120OHM 24TSSOP
MC14067BDWR2G,onsemi,Active,-,16:1,280Ohm,Tape & Reel (TR),,2000,https://www.onsemi.com/pdf/datasheet/mc14067b-d.pdf,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/16/24-SOIC.jpg,IC MUX 16:1 280OHM 24SOIC
DG449DS-T1-E3,Vishay Siliconix,Active,SPDT,2:1,45Ohm,Tape & Reel (TR),,18000,https://www.vishay.com/docs/73897/dg449.pdf,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/2595/Pkg%205895.jpg,IC SWITCH SPDT X 1 45OHM SOT23-8
DG2034EDQ-T1-GE3,Vishay Siliconix,Active,SP4T,4:1,2.5Ohm,Tape & Reel (TR),,5000,https://www.vishay.com/docs/73172/dg2034e.pdf,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/522/10-MSOP.jpg,IC SWITCH SP4T X 1 2.5OHM 10MSOP
NX3L4051PW-Q100J,NXP USA Inc.,Active,-,8:1,750mOhm,Tape & Reel (TR),,12500,https://www.nxp.com/docs/en/data-sheet/NX3L4051_Q100.pdf,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/326/568%3BSOT403-1%3BDH%2CDP%2CPW%2CTS%2CTT%3B16.jpg,IC MUX 8:1 750MOHM 16TSSOP
DG612EEQ-T1-GE4,Vishay Siliconix,Active,SPST - NO,1:1,115Ohm,Tape & Reel (TR),,6000,https://www.vishay.com/docs/78910/dg611e.pdf,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/376/RU-16.jpg,IC SW SPST-NOX4 115OHM 16TSSOP
DG419LEDQ-T1-GE3,Vishay Siliconix,Active,SPDT,1:2,18Ohm,Tape & Reel (TR),,2500,https://www.vishay.com/docs/76432/dg417le.pdf,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/389/8-TSSOP_8-MSOP.jpg,IC SWITCH SPDT X 1 18OHM 8TSSOP
DG4051EEN-T1-GE4,Vishay Siliconix,Active,-,8:1,78Ohm,Tape & Reel (TR),,33000,https://www.vishay.com/docs/69685/dg4051e.pdf,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/2591/MINIQFN-16L%20Pkg.jpg,IC MUX 8:1 78OHM 16MINIQFN
